Ev,S11,E33,E11,S33
-0.006781653,123.6962098,-0.00919546,0.011609268,10
-0.006793055,123.7015627,-0.009204792,0.01161653,10
-0.006811329,123.7002462,-0.009213931,0.011616533,10
-0.006821072,123.656575,-0.009222504,0.011623936,10
-0.006838254,123.675228,-0.00923107,0.011623886,10
-0.006851189,123.6808517,-0.009241168,0.011631148,10
-0.00687021,123.6748212,-0.009250687,0.011631164,10
-0.006881897,123.650855,-0.009260205,0.011638514,10
-0.006901419,123.6829745,-0.009269924,0.011638428,10
-0.006911602,123.6606197,-0.009278683,0.011645764,10
-0.006929111,123.6572296,-0.009287442,0.011645773,10
-0.006938084,123.610941,-0.009295629,0.011653174,10
-0.006958336,123.6369735,-0.00930572,0.011653104,10
-0.006971278,123.6539346,-0.009315811,0.011660345,10
-0.006988986,123.5803054,-0.009324764,0.011660542,10
-0.007000131,123.634125,-0.009333903,0.011667674,10
-0.007017976,123.6116594,-0.009342855,0.011667734,10
-0.007035458,123.5981125,-0.009351614,0.011667771,10
-0.007050793,123.6528973,-0.009362852,0.01167491,10
-0.00706974,123.6193902,-0.00937237,0.011675,10
-0.0070795,123.5782872,-0.009380943,0.011682386,10
-0.007100443,123.5787254,-0.009391414,0.011682385,10
-0.007112186,123.5708597,-0.009400939,0.011689692,10
-0.007128879,123.551162,-0.009409312,0.011689745,10
-0.007139874,123.5437501,-0.009418458,0.011697041,10
-0.00715819,123.5580552,-0.009427597,0.011697003,10
-0.007172622,123.5553897,-0.009438454,0.011704286,10
-0.007190066,123.5278347,-0.009447213,0.01170436,10
-0.007203667,123.5069638,-0.009457684,0.011711702,10
-0.00722046,123.5197923,-0.009466064,0.011711668,10
-0.007239067,123.4985073,-0.009475396,0.011711725,10
-0.007250204,123.5489284,-0.009484535,0.011718866,10
-0.007272278,123.5437501,-0.009495579,0.01171888,10
-0.007282083,123.523494,-0.009504152,0.011726221,10
-0.007301481,123.5141602,-0.009513863,0.011726246,10
-0.007311311,123.5045628,-0.009522429,0.011733548,10
-0.007330801,123.5293499,-0.009532141,0.011733481,10
-0.007347439,123.499967,-0.009544138,0.011740836,10
-0.00736268,123.5002619,-0.009551758,0.011740835,10
-0.007374082,123.5091974,-0.00956109,0.011748098,10
-0.007394739,123.5469416,-0.009571368,0.011747997,10
-0.007404419,123.4763522,-0.009579941,0.011755462,10
-0.007424656,123.4963688,-0.009590032,0.011755408,10
-0.007435379,123.5356847,-0.009598984,0.01176259,10
-0.007453579,123.5066448,-0.009608123,0.011762667,10
-0.007464931,123.4932652,-0.009617455,0.011769979,10
-0.007484747,123.5002619,-0.009627354,0.011769961,10
-0.007504142,123.4845933,-0.009637072,0.011770003,10
-0.007513609,123.487585,-0.009645445,0.011777281,10
-0.007532942,123.4535509,-0.009655157,0.011777372,10
-0.007544785,123.4793125,-0.009664682,0.011784579,10
-0.007561032,123.4325775,-0.009672868,0.011784704,10
-0.007574392,123.4574681,-0.009683153,0.011791914,10
-0.007594192,123.4536544,-0.009693058,0.011791924,10
-0.007603597,123.4333189,-0.009701431,0.011799265,10
-0.007622998,123.4248707,-0.009711143,0.011799288,10
-0.007635496,123.4115789,-0.009721047,0.011806599,10
-0.007651374,123.3662399,-0.009729047,0.011806721,10
-0.007664388,123.410023,-0.009739139,0.01181389,10
-0.007681484,123.3964447,-0.009747705,0.011813926,10
-0.007696365,123.417531,-0.009758755,0.011821146,10
-0.007712267,123.3858581,-0.009766749,0.011821231,10
-0.007731928,123.4001705,-0.00977656,0.011821193,10
-0.007743044,123.3770419,-0.009785793,0.011828541,10
-0.007762033,123.3540659,-0.009795318,0.011828602,10
-0.007773022,123.3491993,-0.009804457,0.011835891,10
-0.007792523,123.378303,-0.009814168,0.011835814,10
-0.007806949,123.3734447,-0.009825026,0.011843103,10
-0.007825087,123.3214278,-0.009834165,0.011843242,10
-0.007834906,123.3110326,-0.009842731,0.011850556,10
-0.007855158,123.3371121,-0.009852822,0.011850486,10
-0.007863911,123.3481379,-0.009860822,0.011857733,10
-0.007884454,123.3381578,-0.009871107,0.01185776,10
-0.00789775,123.3432556,-0.009881391,0.011865033,10
-0.007915257,123.3387957,-0.009890151,0.011865045,10
-0.007927723,123.3185239,-0.009900049,0.011872375,10
-0.007946035,123.3265172,-0.009909194,0.011872354,10
-0.007966938,123.3116862,-0.009919666,0.011872393,10
-0.007979505,123.3243714,-0.00992957,0.011879636,10
-0.007995023,123.2886705,-0.009937377,0.011879731,10
-0.008007218,123.3104104,-0.009947089,0.011886959,10
-0.008025017,123.270624,-0.009956041,0.011887066,10
-0.00803871,123.2808038,-0.009966512,0.011894315,10
-0.008057384,123.2845452,-0.009975845,0.011894305,10
-0.008068659,123.2459718,-0.009985177,0.011901694,10
-0.008086925,123.2415276,-0.009994315,0.011901706,10
-0.008099747,123.2099592,-0.010004407,0.011909067,10
-0.008118546,123.2604839,-0.010013739,0.011908932,10
-0.008130963,123.2255965,-0.010023637,0.011916311,10
-0.00814995,123.2019817,-0.010033163,0.011916375,10
-0.00817135,123.2286917,-0.010043827,0.011916303,10
-0.008181211,123.2303826,-0.010052393,0.011923575,10
-0.008194795,123.1950006,-0.010062871,0.011930946,10
-0.008213037,123.1815499,-0.01007201,0.011930982,10
-0.00823367,123.2052526,-0.010082294,0.011930919,10
-0.008243558,123.2209526,-0.01009086,0.011938163,10
-0.008262175,123.2034488,-0.010100192,0.01193821,10
-0.008274277,123.1865117,-0.010109904,0.011945531,10
-0.00829592,123.1597054,-0.010120761,0.011945603,10
-0.008307353,123.1802574,-0.010130094,0.011952834,10
-0.008326426,123.1936119,-0.010139612,0.011952799,10
-0.008338121,123.16924,-0.010149131,0.01196014,10
-0.008358746,123.1898945,-0.010159415,0.011960085,10
-0.008370957,123.2175865,-0.010169127,0.011967297,10
-0.008387484,123.1308977,-0.010177507,0.011967529,10
-0.008406606,123.1575921,-0.010187032,0.011967458,10
-0.008418984,123.1045222,-0.01019693,0.011974876,10
-0.008438806,123.1088545,-0.010206835,0.011974864,10
-0.008448814,123.1659764,-0.010215401,0.011981988,10
-0.00846713,123.1749756,-0.010224547,0.011981964,10
-0.008482668,123.1665108,-0.01023597,0.011989273,10
-0.008502405,123.1443641,-0.010245869,0.011989332,10
-0.008511114,123.1389233,-0.010253868,0.011996623,10
-0.008530115,123.1203665,-0.010263394,0.011996672,10
-0.008539569,123.1134974,-0.010271773,0.012003977,10
-0.008559698,123.0933291,-0.010281865,0.012004031,10
-0.008572253,123.1060855,-0.010291763,0.012011273,10
-0.008591259,123.0894276,-0.010301288,0.012011318,10
-0.008607154,123.0554176,-0.010309281,0.012011409,10
-0.008619209,123.0209767,-0.010318993,0.012018777,10
-0.008641029,123.0602278,-0.010329851,0.012018672,10
-0.008653494,123.0382651,-0.010339756,0.012026017,10
-0.008669162,123.0586247,-0.010347562,0.012025963,10
-0.008682038,123.0474797,-0.010357654,0.012033269,10
-0.008702322,123.0852229,-0.010367745,0.012033168,10
-0.008711271,123.0286113,-0.010375938,0.012040606,10
-0.008731806,123.0209045,-0.010386216,0.012040626,10
-0.008742,123.0030818,-0.010394975,0.01204795,10
-0.008763061,123.042198,-0.010405453,0.012047846,10
-0.008774331,123.0021888,-0.010414785,0.012055239,10
-0.008793305,122.9785018,-0.010424304,0.012055302,10
-0.008814912,122.9381329,-0.010435161,0.01205541,10
-0.008825219,122.9622904,-0.01044392,0.012062622,10
-0.00884852,122.9873734,-0.010455537,0.012062555,10
-0.00885875,122.9831687,-0.010464297,0.012069843,10
-0.008878905,122.9724629,-0.010474388,0.012069871,10
-0.008892932,122.9668298,-0.010485052,0.012077172,10
-0.008910448,122.9657611,-0.010493811,0.012077175,10
-0.00892286,122.9203258,-0.010503716,0.012084573,10
-0.008945315,122.9180922,-0.010514947,0.012084579,10
-0.00895597,122.9320062,-0.010523899,0.012091828,10
-0.008972281,122.9089811,-0.010532086,0.01209189,10
-0.008985975,122.9142786,-0.010542563,0.012099152,10
-0.009004948,122.8905205,-0.010552082,0.012099216,10
-0.00901605,122.9315753,-0.010561221,0.012106392,10
-0.009033061,122.8814261,-0.010569794,0.012106526,10
-0.009051791,122.9059339,-0.010579126,0.012106461,10
-0.009064211,122.8687251,-0.010589024,0.012113836,10
-0.009082893,122.8751708,-0.010598356,0.012113819,10
-0.009095063,122.8838824,-0.010608068,0.012121072,10
-0.009114867,122.8814261,-0.010617973,0.012121079,10
-0.009126282,122.895499,-0.010627305,0.012128327,10
-0.009147254,122.9065561,-0.010637776,0.012128298,10
-0.009158592,122.8877922,-0.010647108,0.012135624,10
-0.009177148,122.847415,-0.01065644,0.012135732,10
-0.009188922,122.8563431,-0.010665959,0.012142995,10
-0.009210278,122.8664748,-0.010676623,0.012142968,10
-0.009220549,122.8773008,-0.010685382,0.012150215,10
-0.009240647,122.8456206,-0.010695474,0.0121503,10
-0.009259636,122.8224125,-0.010704999,0.012150362,10
-0.009274724,122.786264,-0.010716229,0.012157735,10
-0.009292629,122.7862881,-0.010725182,0.012157735,10
-0.009306647,122.7774007,-0.010735846,0.012165045,10
-0.009324874,122.7583733,-0.010744985,0.012165096,10
-0.009337417,122.7617791,-0.01075489,0.012172363,10
-0.00935756,122.7470767,-0.010764981,0.012172402,10
-0.009370766,122.7182596,-0.010775266,0.012179766,10
-0.009389034,122.7146132,-0.010784405,0.012179775,10
-0.009401947,122.7168552,-0.010794496,0.012187046,10
-0.009419565,122.7491901,-0.010803262,0.012186959,10
-0.009435013,122.7071219,-0.010814686,0.012194358,10
-0.009455696,122.7494055,-0.01082497,0.012194245,10
-0.009466355,122.7658406,-0.010833916,0.012201477,10
-0.009485685,122.7309365,-0.010843628,0.012201571,10
-0.009505385,122.6900416,-0.010853533,0.01220168,10
-0.009517574,122.7056151,-0.010863244,0.012208915,10
-0.009536946,122.6863482,-0.010872956,0.012208966,10
-0.009552573,122.7108247,-0.01088438,0.012216187,10
-0.009567466,122.7254717,-0.010891807,0.012216148,10
-0.009580288,122.6939588,-0.010901898,0.012223509,10
-0.009601188,122.6733032,-0.010912376,0.012223564,10
-0.009614446,122.6636588,-0.010922661,0.012230876,10
-0.00963578,122.6660043,-0.010933325,0.01223087,10
-0.009645942,122.6358947,-0.010942084,0.012238227,10
-0.009666089,122.6225401,-0.010952176,0.012238262,10
-0.00967753,122.6459636,-0.010961508,0.012245486,10
-0.009698509,122.659749,-0.010971979,0.012245449,10
-0.009713626,122.6138599,-0.010979599,0.012245572,10
-0.009726868,122.5996667,-0.010989877,0.012252886,10
-0.009745953,122.6127274,-0.010999402,0.012252851,10
-0.009757958,122.5592507,-0.011009114,0.01226027,10
-0.00977857,122.5752937,-0.011019399,0.012260228,10
-0.009791405,122.5525092,-0.01102949,0.012267575,10
-0.009810343,122.5154195,-0.011039009,0.012267674,10
-0.009822126,122.5188023,-0.011048534,0.012274941,10
-0.009842763,122.549118,-0.011058812,0.01227486,10
-0.00985756,122.5421453,-0.011069862,0.012282165,10
-0.009875799,122.5277451,-0.011079001,0.012282204,10
-0.009887946,122.5278246,-0.011088713,0.01228948,10
-0.009906898,122.4957219,-0.011098232,0.012289566,10
-0.009926794,122.5279124,-0.011108137,0.01228948,10
-0.009939676,122.5190178,-0.011118228,0.01229678,10
-0.009962173,122.5272108,-0.011129465,0.012296758,10
-0.00997472,122.5359705,-0.01113937,0.012304021,10
-0.009995736,122.5638455,-0.011149841,0.012303946,10
-0.010008038,122.4821509,-0.011159739,0.012311441,10
-0.010029782,122.4929529,-0.011170597,0.012311412,10
-0.010040755,122.4859969,-0.011179736,0.012318717,10
-0.010062425,122.4692983,-0.011190593,0.012318762,10
-0.010073301,122.4223718,-0.011199732,0.012326163,10
-0.010093922,122.4417506,-0.011210017,0.012326112,10
-0.010107145,122.4193247,-0.011220301,0.012333458,10
-0.010124624,122.4045407,-0.011229061,0.012333497,10
-0.010137508,122.3961961,-0.011239152,0.012340796,10
-0.010157319,122.3967305,-0.011249057,0.012340795,10
-0.010169418,122.3786285,-0.011258769,0.012348119,10
-0.010190625,122.3329548,-0.011269433,0.012348241,10
-0.01020362,122.3698374,-0.011279524,0.012355429,10
-0.010222256,122.3595457,-0.011288857,0.012355457,10
-0.010242758,122.3392091,-0.011299134,0.012355511,10
-0.01025422,122.3670684,-0.011308467,0.012362713,10
-0.010268727,122.3963237,-0.011319324,0.012369921,10
-0.010288882,122.3859201,-0.011329415,0.012369949,10
-0.010307411,122.3353557,-0.011338747,0.012370084,10
-0.010319159,122.3306888,-0.011348266,0.012377373,10
-0.010340084,122.3192489,-0.011358744,0.012377403,10
-0.010351784,122.3002048,-0.011368262,0.012384741,10
-0.010371064,122.2462576,-0.011377974,0.012384885,10
-0.010384763,122.2538932,-0.011388452,0.012392141,10
-0.010402576,122.2246379,-0.011397398,0.012392219,10
-0.010417134,122.269131,-0.011408255,0.012399376,10
-0.01043798,122.2330066,-0.011418726,0.012399473,10
-0.010448482,122.1895581,-0.011427679,0.012406875,10
-0.010470115,122.1640286,-0.011438529,0.012406944,10
-0.010481561,122.1855218,-0.011447862,0.012414163,10
-0.010501316,122.1650659,-0.011457766,0.012414217,10
-0.010514728,122.2134281,-0.011468051,0.012421374,10
-0.010533441,122.2365327,-0.011477376,0.012421312,10
-0.010555827,122.203767,-0.011488614,0.0124214,10
-0.010568098,122.2498318,-0.011498325,0.012428553,10
-0.010585918,122.2182948,-0.011507278,0.012428638,10
-0.01059836,122.1891597,-0.011517176,0.012435992,10
-0.010620054,122.1811978,-0.011528033,0.012436013,10
-0.01063054,122.1318213,-0.011536986,0.012443431,10
-0.010650281,122.1109431,-0.011546884,0.012443487,10
-0.010663528,122.0938701,-0.011557169,0.012450809,10
-0.010682272,122.1237559,-0.011566501,0.012450729,10
-0.010694288,122.0782255,-0.011576213,0.012458137,10
-0.010719153,122.1203888,-0.011588589,0.012458025,10
-0.010727775,122.0824375,-0.011596589,0.012465402,10
-0.010746894,122.1132729,-0.011606107,0.01246532,10
-0.01076055,122.1082943,-0.011616585,0.01247262,10
-0.010778603,122.0240472,-0.011625724,0.012472845,10
-0.010791188,122.0432262,-0.011635629,0.01248007,10
-0.010808599,122.0030643,-0.011644388,0.012480177,10
-0.010831543,122.0394209,-0.011655812,0.01248008,10
-0.01084286,122.0128144,-0.011665144,0.012487428,10
-0.010862992,121.9938497,-0.011675235,0.012487478,10
-0.01087665,121.9946162,-0.011685706,0.012494763,10
-0.010894509,121.9775348,-0.011694659,0.012494808,10
-0.010904975,121.9169182,-0.011703611,0.012502247,10
-0.010927441,121.9187931,-0.011714842,0.012502242,10
-0.010941447,121.9050308,-0.011725506,0.012509565,10
-0.010959748,121.908629,-0.011734651,0.012509555,10
-0.010975382,121.9323882,-0.011746075,0.012516768,10
-0.010992452,121.904098,-0.011754648,0.012516844,10
-0.011006034,121.8763339,-0.011765119,0.012524204,10
-0.011026284,121.9017525,-0.01177521,0.012524136,10
-0.011036432,121.8662503,-0.01178397,0.012531507,10
-0.01105659,121.8569321,-0.011794061,0.012531532,10
-0.011069017,121.817313,-0.011803966,0.012538915,10
-0.011090081,121.8626677,-0.011814437,0.012538793,10
-0.011099946,121.8648857,-0.01182301,0.012546074,10
-0.011120035,121.8297985,-0.011833101,0.012546168,10
-0.011139763,121.799187,-0.011843006,0.012546249,10
-0.011152641,121.7885763,-0.011853098,0.012553554,10
-0.011165015,121.7374933,-0.011862996,0.012560977,10
-0.011185546,121.7232207,-0.01187328,0.012561015,10
-0.01119924,121.728813,-0.011883758,0.012568277,10
-0.011218658,121.726731,-0.01189347,0.012568282,10
-0.011229617,121.7109024,-0.011902609,0.012575601,10
-0.011248208,121.6837134,-0.011911941,0.012575674,10
-0.01125954,121.6663779,-0.011921273,0.012583006,10
-0.011283818,121.6336677,-0.011933456,0.012583094,10
-0.011295998,121.6459462,-0.011943168,0.012590337,10
-0.011313791,121.6041896,-0.01195212,0.012590449,10
-0.01132746,121.6088639,-0.011962591,0.012597723,10
-0.011344906,121.5819384,-0.01197135,0.012597795,10
-0.011357776,121.5631745,-0.011981449,0.012605121,10
-0.011375027,121.6075076,-0.011990015,0.012605003,10
-0.011387336,121.527369,-0.01199992,0.012612503,10
-0.01139986,121.5289333,-0.012009818,0.012619775,10
-0.01141993,121.481711,-0.012019916,0.012619902,10
-0.011434704,121.4677259,-0.01203096,0.012627215,10
-0.01144601,121.4409039,-0.012040292,0.012634573,10
-0.011464327,121.4553041,-0.012049431,0.012634535,10
-0.011477914,121.4258575,-0.012059902,0.01264189,10
-0.011492179,121.3647138,-0.012070759,0.01264934,10
-0.011503365,121.289218,-0.012080091,0.012656818,10
-0.011526502,121.2582154,-0.012091702,0.012656901,10
-0.01154195,121.210946,-0.012103132,0.012664314,10
-0.011554645,121.1315895,-0.012113223,0.012671802,10
-0.01157084,121.0811516,-0.012125027,0.012679213,10
-0.01158853,121.0204074,-0.012137596,0.012686662,10
-0.011603978,120.9696757,-0.012149026,0.012694074,10
-0.011621521,120.8538351,-0.012161596,0.01270167,10
-0.011643684,120.7584744,-0.012176443,0.012709202,10
-0.011663289,120.697634,-0.012189965,0.012716641,10
-0.011684919,120.5410103,-0.012204632,0.012724346,10
-0.011707844,120.4413173,-0.012219866,0.012731889,10
-0.011732649,120.3363905,-0.012236052,0.012739456,10
-0.011749325,120.1961853,-0.012251859,0.012754393,10
-0.011777913,120.082068,-0.012269944,0.012761975,10
-0.011804921,119.9402911,-0.012287276,0.01276963,10
-0.011833439,119.7988174,-0.012305367,0.012777295,10
-0.011857295,119.6385956,-0.01232479,0.012792286,10
-0.011889566,119.4722146,-0.012344787,0.012800007,10
-0.011922168,119.2935478,-0.01236497,0.012807771,10
-0.011953003,119.157906,-0.012384207,0.01281541,10
-0.011979913,119.0039385,-0.012405149,0.012830385,10
0,0,0,0,15
0.000000142,0.086571725,0.000000187,-0.000000231,15
-0.00000129,0.055527246,-0.000000573,-0.000000148,15
-0.000000837,0.024056125,-0.000000386,-0.0000000643,15
-0.0000075,0.095053326,-0.00000362,-0.000000254,15
-0.0000045,0.115399339,-0.0000021,-0.000000308,15
-0.00000403,0.083930309,-0.00000191,-0.000000224,15
-0.0000052,0.090494112,-0.00000248,-0.000000242,15
-0.00000284,0.065807436,-0.00000133,-0.000000176,15
-0.000000475,0.033275984,-0.000000193,-0.0000000889,15
-0.00000367,0.086469247,-0.00000172,-0.000000231,15
-0.00000603,0.11741334,-0.00000286,-0.000000314,15
-0.00000106,0.106075956,-0.000000386,-0.000000283,15
-0.000000974,0.075549094,-0.000000386,-0.000000202,15
-0.000000605,0.081809647,-0.000000193,-0.000000219,15
-0.00000521,0.09654239,-0.00000248,-0.000000258,15
-0.00000363,0.070576833,-0.00000172,-0.000000189,15
-0.0000052,0.091767764,-0.00000248,-0.000000245,15
-0.0000025,0.079369004,-0.00000115,-0.000000212,15
-0.0000026,0.114230256,-0.00000115,-0.000000305,15
-0.000000905,0.049487334,-0.000000386,-0.000000132,15
-0.00000174,0.079369004,-0.000000766,-0.000000212,15
-0.00000024,0.089752717,0,-0.00000024,15
-0.000000544,0.058920514,-0.000000193,-0.000000157,15
0.000000507,0.094418591,0.00000038,-0.000000252,15
-0.000000204,0.076398196,0,-0.000000204,15
0.00000236,0.114233393,0.00000133,-0.000000305,15
0.00000276,0.102787258,0.00000152,-0.000000275,15
0.0000000229,0.131084706,0.000000187,-0.00000035,15
0.0000000124,0.135001865,0.000000187,-0.000000361,15
-0.00000227,0.13553203,-0.000000953,-0.000000362,15
-0.00000303,0.137016912,-0.00000133,-0.000000366,15
-0.0000001,0.177284387,0.000000187,-0.000000474,15
-0.000000754,0.137754124,-0.000000193,-0.000000368,15
-0.0000000911,0.173783413,0.000000187,-0.000000464,15
0.000000258,0.187772669,0.00000038,-0.000000502,15
-0.000000135,0.190107697,0.000000187,-0.000000508,15
-0.000000648,0.242457088,0,-0.000000648,15
-0.00000107,0.255170601,-0.000000193,-0.000000682,15
-0.00000298,0.256972327,-0.00000115,-0.000000686,15
-0.00000065,0.243304098,0,-0.00000065,15
-0.00000114,0.282399353,-0.000000193,-0.000000754,15
0.0000015,0.291417393,0.00000114,-0.000000778,15
0.00000165,0.234716882,0.00000114,-0.000000627,15
0.000000885,0.237367709,0.000000759,-0.000000634,15
-0.00000228,0.280500378,-0.000000766,-0.000000749,15
-0.00000185,0.26322556,-0.000000573,-0.000000703,15
-0.000000279,0.244047584,0.000000187,-0.000000652,15
0.0000013,0.226667151,0.000000953,-0.000000605,15
-0.00000153,0.282190215,-0.000000386,-0.000000754,15
-0.00000163,0.320125798,-0.000000386,-0.000000855,15
0.000000011,0.280180396,0.00000038,-0.000000748,15
-0.00000354,0.326700058,-0.00000133,-0.000000873,15
-0.000000402,0.290248311,0.000000187,-0.000000775,15
0.000000389,0.278276193,0.000000566,-0.000000743,15
-0.000000442,0.305291623,0.000000187,-0.000000815,15
0.000000858,0.247219165,0.000000759,-0.00000066,15
-0.00000273,0.307095441,-0.000000953,-0.00000082,15
-0.000000537,0.340587883,0.000000187,-0.00000091,15
0.00000101,0.3341161,0.000000953,-0.000000892,15
0.00000113,0.290781613,0.000000953,-0.000000777,15
-0.00000334,0.393885715,-0.00000115,-0.00000105,15
-0.000000613,0.369085058,0.000000187,-0.000000986,15
-0.000000933,0.349273393,0,-0.000000933,15
0.00000104,0.324370259,0.000000953,-0.000000866,15
-0.00000242,0.333270136,-0.000000766,-0.00000089,15
-0.00000435,0.342068581,-0.00000172,-0.000000914,15
-0.00000173,0.360080611,-0.000000386,-0.000000962,15
0.0000019,0.287916419,0.00000133,-0.000000769,15
-0.00000015,0.340369333,0.00000038,-0.000000909,15
-0.0000019,0.422813715,-0.000000386,-0.00000113,15
-0.00000696,0.4551308,0.000000759,-0.00000848,15
0.000000433,0.406387998,0.000000759,-0.00000109,15
0.000000972,0.349379008,0.000000953,-0.000000933,15
-0.00000119,0.444643564,0,-0.00000119,15
0.0000000495,0.405434328,0.000000566,-0.00000108,15
0.000000524,0.372267096,0.000000759,-0.000000994,15
0.0000000671,0.398863205,0.000000566,-0.00000107,15
0.00000278,0.378942788,0.0000019,-0.00000101,15
-0.00000223,0.405752218,-0.000000573,-0.00000108,15
0.000000839,0.39928671,0.000000953,-0.00000107,15
-0.000000305,0.398442837,0.00000038,-0.00000106,15
-0.00000104,0.389438391,0,-0.00000104,15
-0.00000188,0.41528683,-0.000000386,-0.00000111,15
0.00000247,0.356263839,0.00000171,-0.000000952,15
-0.000000583,0.35806661,0.000000187,-0.000000956,15
-0.00000000907,0.427369791,0.000000566,-0.00000114,15
0.00000137,0.483960505,0.00000133,-0.00000129,15
-0.0000000963,0.460012086,0.000000566,-0.00000123,15
-0.000000363,0.420375163,0.00000038,-0.00000112,15
0.0000000948,0.38848472,0.000000566,-0.00000104,15
0.000000793,0.416449639,0.000000953,-0.00000111,15
0.00000000564,0.42186109,0.000000566,-0.00000113,15
0.00000113,0.429378564,0.00000114,-0.00000115,15
0.00000112,0.434472126,0.00000114,-0.00000116,15
0.000000313,0.451528394,0.000000759,-0.00000121,15
0.00000143,0.464029632,0.00000133,-0.00000124,15
0.0000018,0.464239816,0.00000152,-0.00000124,15
0.00000216,0.474952922,0.00000171,-0.00000127,15
0.00000215,0.478124503,0.00000171,-0.00000128,15
0.00000258,0.456616727,0.0000019,-0.00000122,15
0.00000217,0.470500369,0.00000171,-0.00000126,15
0.00000211,0.491795869,0.00000171,-0.00000131,15
0.00000357,0.515001847,0.00000247,-0.00000138,15
0.00000163,0.526235707,0.00000152,-0.00000141,15
0.00000192,0.562796207,0.00000171,-0.0000015,15
0.00000144,0.597975349,0.00000152,-0.0000016,15
0.00000259,0.597236045,0.00000209,-0.0000016,15
0.00000206,0.651598391,0.0000019,-0.00000174,15
-0.000000948,0.639094016,0.00000038,-0.00000171,15
-0.00000186,0.696953153,0,-0.00000186,15
-0.00000351,0.741889639,-0.000000766,-0.00000198,15
-0.0000013,0.77155276,0.00000038,-0.00000206,15
-0.0000000447,0.730016862,0.000000953,-0.00000195,15
-0.00000178,0.806629424,0.000000187,-0.00000215,15
-0.000000472,0.890022248,0.000000953,-0.00000238,15
-0.000000415,0.868831317,0.000000953,-0.00000232,15
-0.000000443,0.879006938,0.000000953,-0.00000235,15
-0.00000143,0.958698015,0.000000566,-0.00000256,15
-0.00000228,0.995042056,0.000000187,-0.00000266,15
-0.00000012,1.042623095,0.00000133,-0.00000278,15
-0.00000214,1.085645966,0.00000038,-0.0000029,15
-0.0000000227,1.145728243,0.00000152,-0.00000306,15
-0.00000208,1.200940736,0.000000566,-0.00000321,15
0.0000005,1.234422721,0.0000019,-0.0000033,15
-0.000000282,1.243007845,0.00000152,-0.00000332,15
-0.00000196,1.301184872,0.000000759,-0.00000348,15
-0.00000253,1.371019265,0.000000566,-0.00000366,15
0.00000708,1.354907255,0.00000171,0.00000366,15
0.00000586,1.382989291,0.00000114,0.00000358,15
0.00000456,1.440215785,0.000000566,0.00000343,15
0.00000426,1.554345655,0.000000566,0.00000313,15
0.00000573,1.575216605,0.00000133,0.00000307,15
0.0000137,1.59164755,0.00000171,0.0000103,15
0.0000121,1.612836389,0.000000953,0.0000102,15
0.0000096,1.706406925,-0.000000193,0.00000999,15
0.0000107,1.715519078,0.00000038,0.00000996,15
0.0000179,1.75970894,0.00000038,0.0000171,15
0.000015,1.846708353,-0.000000953,0.0000169,15
0.0000164,1.875633216,-0.000000193,0.0000168,15
0.0000141,1.905840096,-0.00000133,0.0000167,15
0.000022,1.922901593,-0.000000953,0.000024,15
0.0000204,1.963483821,-0.00000172,0.0000238,15
0.0000227,1.976836251,-0.000000573,0.0000238,15
0.0000215,1.985208055,-0.00000115,0.0000238,15
0.0000275,2.049318334,-0.00000172,0.0000309,15
0.0000324,2.042326843,0.000000759,0.0000309,15
0.0000285,2.101455449,-0.00000115,0.0000308,15
0.0000288,2.127417869,-0.000000953,0.0000307,15
0.000038,2.120850928,0,0.000038,15
0.0000348,2.179021681,-0.00000153,0.0000378,15
0.000035,2.230102649,-0.00000133,0.0000377,15
0.0000341,2.293682762,-0.00000172,0.0000375,15
0.000039,2.325260544,-0.00000286,0.0000447,15
0.0000397,2.353235919,-0.00000248,0.0000446,15
0.0000392,2.392656384,-0.00000267,0.0000445,15
0.0000455,2.464291456,-0.00000305,0.0000516,15
0.0000457,2.537939484,-0.00000286,0.0000514,15
0.0000448,2.577469747,-0.00000324,0.0000513,15
0.0000516,2.627589724,-0.00000343,0.0000584,15
0.000053,2.677082286,-0.00000267,0.0000583,15
0.0000529,2.700813201,-0.00000267,0.0000582,15
0.000057,2.744788697,-0.00000419,0.0000654,15
0.0000557,2.789822432,-0.00000476,0.0000653,15
0.0000568,2.827336602,-0.00000419,0.0000652,15
0.0000585,2.908193625,-0.00000324,0.000065,15
0.0000629,2.956310058,-0.00000458,0.0000721,15
0.0000641,2.951640001,-0.000004,0.0000721,15
0.0000627,3.034932439,-0.00000458,0.0000719,15
0.0000687,3.08961372,-0.00000514,0.000079,15
0.0000679,3.126593542,-0.00000552,0.0000789,15
0.000068,3.204053114,-0.00000534,0.0000787,15
0.0000744,3.264988675,-0.00000572,0.0000858,15
0.0000734,3.334818884,-0.00000609,0.0000856,15
0.0000745,3.378268398,-0.00000552,0.0000855,15
0.0000807,3.458593163,-0.00000591,0.0000926,15
0.0000803,3.499922015,-0.00000609,0.0000924,15
0.0000824,3.561910586,-0.00000496,0.0000923,15
0.0000886,3.666712891,-0.00000534,0.0000993,15
0.0000866,3.723934156,-0.00000629,0.0000991,15
0.0000853,3.75795049,-0.00000686,0.000099,15
0.0000927,3.870912322,-0.00000667,0.000106002,15
0.0000922,3.916055855,-0.00000686,0.000105881,15
0.0000923,3.995319244,-0.00000667,0.00010567,15
0.000098,4.04872792,-0.00000743,0.000112804,15
