Ev,S11,E33,E11,S33
0.00047476,6.364244713,-0.0000341,0.000542929,0
0.000472668,6.434290335,-0.000035,0.000542742,0
0.000479072,6.476999499,-0.0000354,0.000549905,0
0.000478651,6.48982281,-0.0000356,0.000549871,0
0.000485837,6.520441692,-0.0000356,0.000557057,0
0.000485682,6.578613491,-0.0000356,0.000556902,0
0.000484854,6.604366773,-0.000036,0.000556833,0
0.000491635,6.641773237,-0.0000362,0.000564,0
0.000492268,6.689143046,-0.0000358,0.000563874,0
0.000498768,6.696036242,-0.0000362,0.000571133,0
0.000499405,6.741703666,-0.0000358,0.000571011,0
0.000504708,6.764061589,-0.0000368,0.000578219,0
0.000502443,6.759400943,-0.0000379,0.000578232,0
0.000510356,6.805817082,-0.0000375,0.000585385,0
0.00050949,6.845446685,-0.0000379,0.000585279,0
0.00051593,6.871298262,-0.0000383,0.000592478,0
0.000515323,6.953745781,-0.0000385,0.000592258,0
0.00051557,7.005773099,-0.0000383,0.000592119,0
0.000521364,6.98776316,-0.000039,0.000599444,0
0.000518545,7.045621251,-0.0000404,0.00059929,0
0.000524934,7.090228345,-0.0000408,0.000606438,0
0.000525682,7.094472805,-0.0000404,0.000606427,0
0.000531698,7.134316775,-0.0000409,0.000613588,0
0.000530438,7.181895722,-0.0000415,0.000613461,0
0.000537501,7.262219443,-0.0000415,0.000620524,0
0.000538262,7.261792801,-0.0000411,0.000620525,0
0.000542374,7.300898513,-0.0000427,0.000627689,0
0.000542976,7.360132734,-0.0000423,0.00062753,0
0.000549833,7.377836285,-0.0000425,0.000634761,0
0.000548546,7.430816227,-0.000043,0.000634619,0
0.000555363,7.454867124,-0.0000432,0.000641823,0
0.000555314,7.47320541,-0.0000432,0.000641774,0
0.000552999,7.487088005,-0.0000444,0.000641737,0
0.000560956,7.516964447,-0.000044,0.000648934,0
0.000558595,7.548016246,-0.0000451,0.000648851,0
0.000566808,7.617957299,-0.0000446,0.000655932,0
0.000565676,7.617957299,-0.0000451,0.000655932,0
0.000574301,7.678039575,-0.0000444,0.000663039,0
0.000573074,7.708771393,-0.0000449,0.000662957,0
0.000578753,7.738546403,-0.0000457,0.000670155,0
0.000577764,7.819614655,-0.0000461,0.000669939,0
0.000584584,7.847482324,-0.0000463,0.000677132,0
0.000582618,7.870157091,-0.0000472,0.000677072,0
0.000590548,7.910429794,-0.0000468,0.000684242,0
0.000588905,7.956842796,-0.0000476,0.000684118,0
0.000588025,8.002191284,-0.000048,0.000683996,0
0.000594076,8.028476823,-0.0000486,0.000691194,0
0.000592375,8.096719673,-0.0000493,0.000691012,0
0.000601827,8.131798429,-0.0000482,0.000698186,0
0.000599518,8.143667023,-0.0000493,0.000698154,0
0.000606629,8.20586787,-0.0000493,0.000705265,0
0.000604724,8.205760164,-0.0000503,0.000705266,0
0.000612525,8.290537483,-0.0000499,0.000712307,0
0.000612833,8.314906269,-0.0000497,0.000712242,0
0.0006189,8.344159479,-0.0000503,0.000719441,0
0.000619224,8.362493582,-0.0000501,0.000719392,0
0.000617681,8.371715533,-0.0000508,0.000719368,0
0.0006241,8.405196472,-0.0000512,0.000726546,0
0.00062391,8.475980352,-0.0000512,0.000726357,0
0.000631299,8.434332565,-0.0000512,0.000733746,0
0.000629611,8.492829573,-0.000052,0.000733589,0
0.000635584,8.553760951,-0.0000526,0.000740694,0
0.000634787,8.562552077,-0.0000529,0.000740671,0
0.000642377,8.586714862,-0.0000527,0.000747874,0
0.000640763,8.622219214,-0.0000535,0.000747779,0
0.00064826,8.679756278,-0.0000533,0.000754903,0
0.00064699,8.726489262,-0.0000539,0.000754778,0
0.00065497,8.749060505,-0.0000535,0.000761986,0
0.000652957,8.789326934,-0.0000545,0.000761878,0
0.000660148,8.821855249,-0.0000545,0.000769069,0
0.000659955,8.893916963,-0.0000545,0.000768876,0
0.000658403,8.901444894,-0.0000552,0.000768856,0
0.000664881,8.912783323,-0.0000556,0.000776094,0
0.000664776,8.952096082,-0.0000556,0.000775989,0
0.0006719,9.009638375,-0.0000556,0.000783112,0
0.000672084,9.085402882,-0.0000554,0.00078291,0
0.000677384,9.108826364,-0.0000564,0.000790115,0
0.000676511,9.151524025,-0.0000567,0.000790001,0
0.000682931,9.184695439,-0.0000571,0.00079718,0
0.000680196,9.205788076,-0.0000585,0.000797124,0
0.000688548,9.232487708,-0.0000579,0.00080433,0
0.00068685,9.299672319,-0.0000587,0.000804151,0
0.000693656,9.328074336,-0.0000588,0.000811342,0
0.000692042,9.363574505,-0.0000596,0.000811248,0
0.000692348,9.388899053,-0.0000594,0.00081118,0
0.000698429,9.41295727,-0.00006,0.000818393,0
0.000699139,9.431179484,-0.0000596,0.000818345,0
0.000703542,9.506100118,-0.0000609,0.000825412,0
0.000703837,9.535559329,-0.0000607,0.000825334,0
0.000709828,9.589603785,-0.0000613,0.000832457,0
0.000709373,9.615038131,-0.0000615,0.000832389,0
0.000717026,9.619281546,-0.0000613,0.000839655,0
0.000716532,9.659645224,-0.0000615,0.000839547,0
0.000723237,9.725769504,-0.0000617,0.000846638,0
0.000721213,9.77016955,-0.0000627,0.00084652,0
0.000719967,9.807679538,-0.0000632,0.00084642,0
0.000726445,9.822720759,-0.0000636,0.000853657,0
0.000725595,9.856537366,-0.000064,0.000853567,0
0.000731176,9.91948379,-0.0000647,0.000860666,0
0.000731839,9.955608237,-0.0000644,0.00086057,0
0.000738716,9.96112844,-0.0000646,0.000867833,0
0.000737501,9.992058939,-0.0000651,0.00086775,0
0.000742801,10.01516871,-0.0000661,0.000874956,0
0.000743389,10.07949231,-0.0000657,0.000874784,0
0.000750567,10.11308723,-0.0000657,0.000881962,0
0.00075094,10.11817243,-0.0000655,0.000881948,0
0.000756969,10.15653047,-0.0000661,0.000889124,0
0.000755303,10.20686377,-0.0000668,0.000888989,0
0.000754785,10.26112468,-0.000067,0.000888844,0
0.000761509,10.31983188,-0.0000672,0.000895955,0
0.000761019,10.36369757,-0.0000674,0.000895838,0
0.00076777,10.41615572,-0.0000676,0.000902975,0
0.000766191,10.43893505,-0.0000684,0.000902915,0
0.000773329,10.48747604,-0.0000684,0.000910053,0
0.000772542,10.49266162,-0.0000687,0.000910039,0
0.000778174,10.54024057,-0.0000695,0.000917189,0
0.000777669,10.58962333,-0.0000697,0.000917057,0
0.000784082,10.62024849,-0.0000701,0.000924243,0
0.000782832,10.66454397,-0.0000706,0.000924125,0
0.000781905,10.7222933,-0.000071,0.000923971,0
0.000790272,10.73946564,-0.0000705,0.000931192,0
0.000787837,10.79827532,-0.0000716,0.000931035,0
0.00079166,10.80993373,-0.0000733,0.000938282,0
0.000793032,10.86470703,-0.0000726,0.000938136,0
0.000800298,10.86524242,-0.0000726,0.000945402,0
0.000800101,10.93911005,-0.0000726,0.000945204,0
0.000804692,10.94726957,-0.0000739,0.00095246,0
0.000804923,11.00056427,-0.0000737,0.000952318,0
0.000810566,11.04009244,-0.0000745,0.00095948,0
0.000809802,11.04179169,-0.0000748,0.000959475,0
0.000810305,11.13811344,-0.0000745,0.000959218,0
0.00081635,11.16662316,-0.000075,0.00096641,0
0.000814727,11.20594219,-0.0000758,0.000966305,0
0.000823424,11.24291783,-0.000075,0.000973483,0
0.000819972,11.25351591,-0.0000767,0.000973455,0
0.000826698,11.3117996,-0.0000769,0.000980567,0
0.000826261,11.33553679,-0.0000771,0.000980504,0
0.000833841,11.36192794,-0.0000769,0.000987711,0
0.000832568,11.41469143,-0.0000775,0.00098757,0
0.000837745,11.48420688,-0.0000785,0.000994652,0
0.000836864,11.52490205,-0.0000788,0.000994543,0
0.000835347,11.52404772,-0.0000796,0.000994545,0
0.000843948,11.59738517,-0.0000788,0.001001627,0
0.000843124,11.62154064,-0.0000792,0.001001563,0
0.000850659,11.66594278,-0.000079,0.001008712,0
0.000850832,11.74107464,-0.0000788,0.001008511,0
0.000855452,11.73482768,-0.0000802,0.001015795,0
0.000854174,11.78419999,-0.0000807,0.001015664,0
0.000862111,11.82151339,-0.0000804,0.001022841,0
0.00085937,11.85531013,-0.0000817,0.001022751,0
0.000866226,11.86462933,-0.0000819,0.001029994,0
0.000867284,11.89770245,-0.0000813,0.001029906,0
0.000872488,11.96085592,-0.0000823,0.001037015,0
0.000872722,12.01256744,-0.0000821,0.001036876,0
0.000873049,12.0349264,-0.0000819,0.001036817,0
0.000878655,12.08865192,-0.0000826,0.001043941,0
0.000878631,12.09755076,-0.0000826,0.001043917,0
0.000884163,12.17745202,-0.0000834,0.001050981,0
0.000884107,12.19822572,-0.0000834,0.001050926,0
0.000887868,12.22927124,-0.0000851,0.001058111,0
0.000887773,12.26508407,-0.0000851,0.001058015,0
0.000894696,12.2495085,-0.0000853,0.001065324,0
0.000892951,12.33417916,-0.0000861,0.001065098,0
0.000899702,12.38642921,-0.0000863,0.001072236,0
0.000900074,12.39193373,-0.0000861,0.001072221,0
0.000899488,12.46664313,-0.0000863,0.001072022,0
0.000906372,12.47077361,-0.0000865,0.001079278,0
0.00090469,12.52693037,-0.0000872,0.001079128,0
0.000910092,12.51570696,-0.0000882,0.001086436,0
0.00091071,12.57366753,-0.0000878,0.001086281,0
0.000916337,12.61426126,-0.0000886,0.00109344,0
0.00091744,12.63036072,-0.000088,0.001093397,0
0.000921903,12.68281468,-0.0000893,0.001100525,0
0.000921425,12.71725766,-0.0000895,0.001100433,0
0.000928523,12.78433456,-0.0000895,0.001107531,0
0.000927272,12.82894375,-0.0000901,0.001107412,0
0.000924926,12.84918728,-0.0000912,0.001107358,0
0.000931763,12.86603441,-0.0000914,0.001114581,0
0.000930525,12.90556154,-0.000092,0.001114475,0
0.000936893,12.95674185,-0.0000924,0.001121616,0
0.000937226,12.97667272,-0.0000922,0.001121563,0
0.00094319,13.03569048,-0.0000927,0.001128673,0
0.000942805,13.04045988,-0.0000929,0.00112866,0
0.000951785,13.11633209,-0.000092,0.001135735,0
0.000950585,13.13657354,-0.0000925,0.001135681,0
0.000947809,13.17832589,-0.0000939,0.00113557,0
0.000954942,13.22886833,-0.0000939,0.001142702,0
0.000953195,13.31428247,-0.0000946,0.001142474,0
0.000959211,13.3540156,-0.0000952,0.001149636,0
0.000959457,13.40128293,-0.000095,0.001149509,0
0.000965223,13.39862688,-0.0000958,0.001156794,0
0.000962795,13.44981346,-0.0000969,0.001156657,0
0.000969923,13.50216494,-0.0000969,0.001163785,0
0.00097144,13.50788801,-0.0000962,0.00116377,0
0.000976177,13.60113856,-0.0000973,0.001170798,0
0.000975684,13.64606145,-0.0000975,0.001170678,0
0.000980348,13.62328107,-0.0000988,0.001178007,0
0.000981314,13.68548506,-0.0000983,0.001177841,0
0.000979463,13.66535446,-0.0000992,0.001177895,0
0.000986174,13.73773092,-0.0000994,0.001184979,0
0.000986449,13.77439704,-0.0000992,0.001184881,0
0.00099091,13.82780467,-0.000100548,0.001192006,0
0.000991996,13.85026821,-0.0001,0.001191946,0
0.000996459,13.90261969,-0.000101307,0.001199074,0
0.000996024,13.92083667,-0.0001015,0.001199025,0
0.001003248,13.94097773,-0.0001015,0.001206249,0
0.001001989,13.98844897,-0.000102067,0.001206122,0
0.001000318,14.04026924,-0.000102833,0.001205984,0
0.001008221,14.08668224,-0.000102453,0.001213127,0
0.001008204,14.09324291,-0.000102453,0.00121311,0
0.001012721,14.12906933,-0.000103785,0.001220292,0
0.001011465,14.17029466,-0.000104358,0.001220182,0
0.001018621,14.21225616,-0.000104358,0.001227337,0
0.001017754,14.25273591,-0.000104738,0.001227229,0
0.00101679,14.32903058,-0.000105117,0.001227025,0
0.001023145,14.38667849,-0.000105497,0.001234139,0
0.001020809,14.40342419,-0.000106643,0.001234094,0
0.001026888,14.42822275,-0.000107209,0.001241306,0
0.001026399,14.46636747,-0.000107402,0.001241204,0
0.001032739,14.52963388,-0.000107782,0.001248302,0
0.001032314,14.54382704,-0.000107975,0.001248264,0
0.001038288,14.6029567,-0.000108548,0.001255384,0
0.001038201,14.63570461,-0.000108548,0.001255297,0
0.001045091,14.63750006,-0.000108734,0.001262559,0
0.00104319,14.63581231,-0.000109687,0.001262564,0
0.001042663,14.68858207,-0.00010988,0.001262423,0
0.001048985,14.76191535,-0.00011026,0.001269505,0
0.001047351,14.80535859,-0.000111019,0.001269389,0
0.001052753,14.79051918,-0.000111972,0.001276696,0
0.001054495,14.85135017,-0.000111019,0.001276534,0
0.001060085,14.91111665,-0.000111778,0.001283642,0
0.001058943,14.90952093,-0.000112351,0.001283646,0
0.001064567,14.95530756,-0.000113117,0.001290801,0
0.001064419,15.01072292,-0.000113117,0.001290653,0
0.001071579,15.05077498,-0.000113117,0.001297814,0
0.00107065,15.11447116,-0.000113497,0.001297644,0
0.001068275,15.15081521,-0.000114636,0.001297547,0
0.001078215,15.15155765,-0.000113304,0.001304822,0
0.001073881,15.20284566,-0.000115402,0.001304685,0
0.001080651,15.24957864,-0.000115589,0.001311828,0
0.001080142,15.29545939,-0.000115782,0.001311705,0
0.001086929,15.33943698,-0.000115968,0.001318866,0
0.00108619,15.32704763,-0.000116355,0.001318899,0
0.001085732,15.35882932,-0.000116541,0.001318814,0
0.00109212,15.40386514,-0.000116921,0.001325961,0
0.001090851,15.45007319,-0.000117494,0.001325838,0
0.001096501,15.48196677,-0.00011826,0.00133302,0
0.00109527,15.51884412,-0.000118826,0.001332922,0
